Id_Atenci¢n;Fecha;Hora_Acceso1;Turno;Posic1;delta1;deltaMinuto1;Desp1;delta2;HoraFechaPos1;HoraFechaDesp1;deltafecha2;Responsable;Tipo_carga;Min_Espera_O1;Min_Atenci¢n_O1;SUMA_ATENCION_O1_delta_3;Responsable_O1;Min_Atenci¢n_O2_delta_4;Responsable_O2;Min_port_salida_delta_5
1867;27-02-2017;11:20:00;T1;11:20:51;0:00:51;0.85000;11:22:41;0:01:50;27-02-17 11:20:51;27-02-17 11:22:41;1.833333343;Inv2;Medicamentos;4.98;11.79;16.77;Inv3;47.15;Inv6;0.97
1868;27-02-2017;11:43:00;T1;11:44:26;0:01:26;1.43333;11:45:17;0:00:51;27-02-17 11:44:26;27-02-17 11:45:17;0.85;Inv2;Medicamentos;9.30;4.35;13.65;Inv3;17.38;Inv6;0.52
1870;27-02-2017;11:54:00;T1;11:55:18;0:01:18;1.30000;11:56:04;0:00:46;27-02-17 11:55:18;27-02-17 11:56:04;0.766666668;Inv2;Medicamentos;6.42;5.33;11.74;Inv3;31.96;Inv6;0.21
1871;27-02-2017;11:05:00;T1;11:07:42;0:02:42;2.70000;11:08:10;0:00:28;27-02-17 11:07:42;27-02-17 11:08:10;0.466666661;Inv2;Medicamentos;2.05;2.09;4.13;Inv3;12.53;Inv6;0.49
1872;27-02-2017;11:24:00;T1;11:25:26;0:01:26;1.43333;11:27:03;0:01:37;27-02-17 11:25:26;27-02-17 11:27:03;1.616666667;Inv2;Textos ;3.09;5.24;8.34;Inv3;15.73;Inv6;1.00
1874;27-02-2017;11:54:00;T1;11:56:19;0:02:19;2.31667;11:57:41;0:01:22;27-02-17 11:56:19;27-02-17 11:57:41;1.366666672;Inv2;Alimentos no perecibles;0.53;6.62;7.15;Inv3;26.47;Inv6;0.18
1875;27-02-2017;11:54:00;T1;11:56:20;0:02:20;2.33333;11:56:44;0:00:24;27-02-17 11:56:20;27-02-17 11:56:44;0.399999999;Inv2;Medicamentos;5.99;3.81;9.80;Inv3;15.25;Inv6;0.31
1877;27-02-2017;11:20:00;T1;11:21:22;0:01:22;1.36667;11:22:03;0:00:41;27-02-17 11:21:22;27-02-17 11:22:03;0.683333336;Inv2;Medicamentos;6.09;4.62;10.71;Inv3;23.11;Inv6;0.27
1878;27-02-2017;11:24:00;T1;11:26:36;0:02:36;2.60000;11:27:48;0:01:12;27-02-17 11:26:36;27-02-17 11:27:48;1.199999998;Inv2;Textos ;0.60;8.15;8.75;Inv3;48.90;Inv6;0.10
1879;27-02-2017;11:23:00;T1;11:24:19;0:01:19;1.31667;11:26:22;0:02:03;27-02-17 11:24:19;27-02-17 11:26:22;2.049999997;Inv2;Textos ;0.74;3.91;4.65;Inv3;23.43;Inv6;0.15
1880;27-02-2017;11:28:00;T1;11:30:26;0:02:26;2.43333;11:31:16;0:00:50;27-02-17 11:30:26;27-02-17 11:31:16;0.833333329;Inv2;Medicamentos;3.37;0.58;3.95;Inv3;1.74;Inv6;0.95
1883;27-02-2017;11:45:00;T1;11:46:53;0:01:53;1.88333;11:49:52;0:02:59;27-02-17 11:46:53;27-02-17 11:49:52;2.983333329;Inv2;Medicamentos;3.10;12.97;16.07;Inv3;77.84;Inv6;0.20
1885;27-02-2017;11:57:00;T1;11:58:42;0:01:42;1.70000;12:00:48;0:02:06;27-02-17 11:58:42;27-02-17 12:00:48;2.099999998;Inv2;Medicamentos;4.69;11.78;16.47;Inv3;70.68;Inv6;0.14
1886;27-02-2017;10:23:00;T1;11:31:51;1:08:51;68.85000;11:33:53;0:02:02;27-02-17 11:31:51;27-02-17 11:33:53;2.033333337;Inv2;Medicamentos;1.19;5.43;6.62;Inv3;27.13;Inv6;0.49
1888;27-02-2017;11:23:00;T1;11:23:51;0:00:51;0.85000;11:25:32;0:01:41;27-02-17 11:23:51;27-02-17 11:25:32;1.683333329;Inv2;Medicamentos;0.24;8.77;9.01;Inv3;35.08;Inv6;0.70
1890;27-02-2017;11:01:00;T1;11:01:44;0:00:44;0.73333;11:02:05;0:00:21;27-02-17 11:01:44;27-02-17 11:02:05;0.349999998;Inv2;Medicamentos;9.83;6.93;16.76;Inv3;41.56;Inv6;0.98
1893;27-02-2017;11:01:00;T1;11:02:39;0:01:39;1.65000;11:03:16;0:00:37;27-02-17 11:02:39;27-02-17 11:03:16;0.616666664;Inv2;Medicamentos;5.52;2.64;8.17;Inv3;15.87;Inv6;0.67
1894;27-02-2017;11:08:00;T1;11:10:19;0:02:19;2.31667;11:10:56;0:00:37;27-02-17 11:10:19;27-02-17 11:10:56;0.616666675;Inv2;Medicamentos;8.54;0.44;8.99;Inv3;2.66;Inv6;0.89
1896;27-02-2017;11:19:00;T1;11:20:51;0:01:51;1.85000;11:21:10;0:00:19;27-02-17 11:20:51;27-02-17 11:21:10;0.316666667;Inv2;Medicamentos;6.95;13.93;20.88;Inv3;83.57;Inv6;0.95
1897;27-02-2017;11:05:00;T1;11:07:52;0:02:52;2.86667;11:11:07;0:03:15;27-02-17 11:07:52;27-02-17 11:11:07;3.250000005;Inv2;Textos ;4.77;11.90;16.67;Inv3;47.60;Inv6;0.10
1900;27-02-2017;11:16:00;T1;11:16:36;0:00:36;0.60000;11:18:52;0:02:16;27-02-17 11:16:36;27-02-17 11:18:52;2.266666673;Inv2;Textos ;8.26;2.10;10.36;Inv3;12.59;Inv6;0.88
1901;27-02-2017;11:26:00;T1;11:26:57;0:00:57;0.95000;11:30:05;0:03:08;27-02-17 11:26:57;27-02-17 11:30:05;3.133333332;Inv2;Textos ;4.23;1.69;5.93;Inv3;8.46;Inv6;0.80
1902;27-02-2017;11:14:00;T1;11:15:23;0:01:23;1.38333;11:15:49;0:00:26;27-02-17 11:15:23;27-02-17 11:15:49;0.43333334;Inv2;Medicamentos;1.80;4.27;6.07;Inv3;17.09;Inv6;0.78
1903;27-02-2017;11:14:57;T1;11:16:20;0:01:23;1.38333;11:48:19;0:31:59;27-02-17 11:16:20;27-02-17 11:48:19;31.98333334;Inv2;Textos ;8.97;5.35;14.32;Inv3;32.11;Inv6;0.94
1904;27-02-2017;11:49:00;T1;11:49:51;0:00:51;0.85000;11:51:28;0:01:37;27-02-17 11:49:51;27-02-17 11:51:28;1.616666667;Inv2;Textos ;9.60;2.93;12.52;Inv3;17.57;Inv6;0.42
1907;27-02-2017;11:46:00;T1;11:47:41;0:01:41;1.68333;11:48:40;0:00:59;27-02-17 11:47:41;27-02-17 11:48:40;0.983333333;Inv2;Textil;1.00;11.71;12.71;Inv3;70.25;Inv6;0.63
1908;27-02-2017;11:21:00;T1;11:21:42;0:00:42;0.70000;11:23:19;0:01:37;27-02-17 11:21:42;27-02-17 11:23:19;1.616666657;Inv2;Textos ;1.53;8.30;9.83;Inv3;49.79;Inv6;0.24
1910;27-02-2017;11:30:00;T1;11:33:27;0:03:27;3.45000;11:35:03;0:01:36;27-02-17 11:33:27;27-02-17 11:35:03;1.600000007;Inv2;Alimentos no perecibles;5.75;13.38;19.13;Inv3;66.90;Inv6;0.63
1911;27-02-2017;11:19:00;T1;11:19:56;0:00:56;0.93333;11:20:36;0:00:40;27-02-17 11:19:56;27-02-17 11:20:36;0.666666665;Inv2;Medicamentos;9.05;3.08;12.13;Inv3;18.46;Inv6;0.81
1912;27-02-2017;10:59:00;T1;11:00:01;0:01:01;1.01667;11:00:30;0:00:29;27-02-17 11:00:01;27-02-17 11:00:30;0.483333342;Inv2;Bienes de lujo;7.58;11.90;19.48;Inv3;47.62;Inv6;0.94
1913;27-02-2017;11:30:00;T1;11:30:53;0:00:53;0.88333;11:32:05;0:01:12;27-02-17 11:30:53;27-02-17 11:32:05;1.199999998;Inv2;Textos ;7.72;0.96;8.69;Inv3;2.89;Inv6;0.71
1915;27-02-2017;11:56:03;T1;11:56:55;0:00:52;0.86667;11:57:23;0:00:28;27-02-17 11:56:55;27-02-17 11:57:23;0.466666661;Inv2;Medicamentos;5.93;4.71;10.64;Inv3;28.29;Inv6;0.85
1916;27-02-2017;11:49:00;T1;11:51:18;0:02:18;2.30000;11:52:09;0:00:51;27-02-17 11:51:18;27-02-17 11:52:09;0.85;Inv2;Medicamentos;0.42;8.17;8.59;Inv3;32.69;Inv6;0.87
1917;27-02-2017;11:40:00;T1;11:41:26;0:01:26;1.43333;11:43:19;0:01:53;27-02-17 11:41:26;27-02-17 11:43:19;1.883333334;Inv2;Textil;3.36;0.68;4.04;Inv3;4.08;Inv6;0.85
1920;27-02-2017;11:41:00;T1;11:42:03;0:01:03;1.05000;11:43:27;0:01:24;27-02-17 11:42:03;27-02-17 11:43:27;1.400000002;Inv2;Textil;5.31;12.22;17.54;Inv3;73.35;Inv6;0.13
1921;27-02-2017;11:08:00;T1;11:09:21;0:01:21;1.35000;11:10:08;0:00:47;27-02-17 11:09:21;27-02-17 11:10:08;0.783333338;Inv2;Medicamentos;9.04;6.07;15.11;Inv3;36.39;Inv6;0.95
1922;27-02-2017;11:07:00;T1;11:08:32;0:01:32;1.53333;11:09:07;0:00:35;27-02-17 11:08:32;27-02-17 11:09:07;0.583333333;Inv2;Medicamentos;0.46;3.98;4.45;Inv3;11.95;Inv6;0.71
1924;27-02-2017;11:04:00;T1;11:05:32;0:01:32;1.53333;11:07:37;0:02:05;27-02-17 11:05:32;27-02-17 11:07:37;2.083333338;Inv2;Textos ;0.03;11.89;11.92;Inv3;47.57;Inv6;0.81
1925;27-02-2017;11:17:00;T1;11:18:33;0:01:33;1.55000;11:19:07;0:00:34;27-02-17 11:18:33;27-02-17 11:19:07;0.566666663;Inv2;Medicamentos;2.97;0.31;3.29;Inv3;1.57;Inv6;0.41
1926;27-02-2017;11:56:00;T1;11:58:04;0:02:04;2.06667;11:59:40;0:01:36;27-02-17 11:58:04;27-02-17 11:59:40;1.599999997;Inv2;Textil;1.13;1.91;3.04;Inv3;7.65;Inv6;0.06
1927;27-02-2017;10:51:00;T1;11:00:41;0:09:41;9.68333;11:01:46;0:01:05;27-02-17 11:00:41;27-02-17 11:01:46;1.083333335;Inv2;Textos ;9.57;8.90;18.47;Inv3;35.60;Inv6;0.14
1928;27-02-2017;11:17:00;T1;11:17:56;0:00:56;0.93333;11:18:22;0:00:26;27-02-17 11:17:56;27-02-17 11:18:22;0.43333333;Inv2;Medicamentos;2.68;0.71;3.40;Inv3;2.13;Inv6;0.93
1929;27-02-2017;11:41:00;T1;11:43:11;0:02:11;2.18333;11:45:20;0:02:09;27-02-17 11:43:11;27-02-17 11:45:20;2.15;Inv2;Textos ;3.55;8.18;11.73;Inv3;24.54;Inv6;0.78
1930;27-02-2017;11:50:00;T1;11:52:00;0:02:00;2.00000;11:53:22;0:01:22;27-02-17 11:52:00;27-02-17 11:53:22;1.366666672;Inv2;Textil;4.24;8.06;12.30;Inv3;24.18;Inv6;0.38
1932;27-02-2017;11:49:00;T1;11:49:52;0:00:52;0.86667;11:51:48;0:01:56;27-02-17 11:49:52;27-02-17 11:51:48;1.933333335;Inv2;Textil;9.55;1.45;11.00;Inv3;4.35;Inv6;0.84
1933;27-02-2017;10:59:00;T1;11:00:07;0:01:07;1.11667;11:01:35;0:01:28;27-02-17 11:00:07;27-02-17 11:01:35;1.466666664;Inv2;Medicamentos;6.04;12.33;18.36;Inv3;61.64;Inv6;0.43
1934;27-02-2017;11:38:00;T1;11:39:10;0:01:10;1.16667;11:42:25;0:03:15;27-02-17 11:39:10;27-02-17 11:42:25;3.249999995;Inv2;Textos ;2.08;11.56;13.65;Inv3;46.26;Inv6;0.53
1935;27-02-2017;11:26:00;T1;11:27:59;0:01:59;1.98333;11:28:35;0:00:36;27-02-17 11:27:59;27-02-17 11:28:35;0.600000004;Inv2;Medicamentos;4.23;4.62;8.85;Inv3;23.09;Inv6;0.79
1936;27-02-2017;11:54:00;T1;11:54:54;0:00:54;0.90000;11:58:14;0:03:20;27-02-17 11:54:54;27-02-17 11:58:14;3.333333327;Inv2;Textil;4.37;5.01;9.38;Inv3;15.04;Inv6;0.75
1937;27-02-2017;11:54:25;T1;11:55:19;0:00:54;0.90000;11:56:05;0:00:46;27-02-17 11:55:19;27-02-17 11:56:05;0.766666668;Inv2;Medicamentos;6.85;2.89;9.74;Inv3;11.55;Inv6;0.04
1939;27-02-2017;11:30:00;T1;11:30:41;0:00:41;0.68333;11:31:59;0:01:18;27-02-17 11:30:41;27-02-17 11:31:59;1.3;Inv2;Textos ;5.47;11.99;17.46;Inv3;47.97;Inv6;0.26
1940;27-02-2017;11:17:00;T1;11:18:10;0:01:10;1.16667;11:18:37;0:00:27;27-02-17 11:18:10;27-02-17 11:18:37;0.45;Inv2;Medicamentos;1.67;7.08;8.75;Inv3;42.48;Inv6;0.45
1941;27-02-2017;11:02:00;T1;11:03:09;0:01:09;1.15000;11:03:36;0:00:27;27-02-17 11:03:09;27-02-17 11:03:36;0.45;Inv2;Medicamentos;2.14;2.64;4.77;Inv3;7.91;Inv6;0.09
1942;27-02-2017;11:50:00;T1;11:51:24;0:01:24;1.40000;11:53:39;0:02:15;27-02-17 11:51:24;27-02-17 11:53:39;2.250000002;Inv2;Textil;3.64;11.80;15.44;Inv3;70.77;Inv6;0.94
1943;27-02-2017;11:10:00;T1;11:11:44;0:01:44;1.73333;11:12:07;0:00:23;27-02-17 11:11:44;27-02-17 11:12:07;0.383333329;Inv2;Medicamentos;4.25;13.07;17.32;Inv3;39.20;Inv6;0.91
1944;27-02-2017;11:26:00;T1;11:27:12;0:01:12;1.20000;11:27:48;0:00:36;27-02-17 11:27:12;27-02-17 11:27:48;0.599999994;Inv2;Medicamentos;1.93;12.13;14.06;Inv3;72.79;Inv6;0.36
1945;27-02-2017;11:28:00;T1;11:28:40;0:00:40;0.66667;11:29:51;0:01:11;27-02-17 11:28:40;27-02-17 11:29:51;1.183333338;Inv2;Textos ;9.65;9.50;19.15;Inv3;57.01;Inv6;0.40
1946;27-02-2017;11:40:00;T1;11:41:26;0:01:26;1.43333;11:41:56;0:00:30;27-02-17 11:41:26;27-02-17 11:41:56;0.500000002;Inv2;Medicamentos;2.53;8.16;10.68;Inv3;24.47;Inv6;0.75
1950;27-02-2017;11:22:53;T1;11:24:20;0:01:27;1.45000;11:25:07;0:00:47;27-02-17 11:24:20;27-02-17 11:25:07;0.783333328;Inv2;Medicamentos;1.50;4.16;5.66;Inv3;16.65;Inv6;0.39
1951;27-02-2017;9:20:00;T1;11:01:14;1:41:14;101.23333;11:02:23;0:01:09;27-02-17 11:01:14;27-02-17 11:02:23;1.149999996;Inv2;Textos ;3.18;11.02;14.21;Inv3;66.15;Inv6;0.81
1953;27-02-2017;11:35:00;T1;11:36:37;0:01:37;1.61667;11:37:42;0:01:05;27-02-17 11:36:37;27-02-17 11:37:42;1.083333335;Inv2;Textos ;3.94;8.66;12.60;Inv3;34.62;Inv6;0.73
1954;27-02-2017;11:44:00;T1;11:45:42;0:01:42;1.70000;11:46:39;0:00:57;27-02-17 11:45:42;27-02-17 11:46:39;0.950000002;Inv2;Medicamentos;5.71;13.29;19.00;Inv3;39.87;Inv6;0.77
1960;27-02-2017;11:45:00;T1;11:46:11;0:01:11;1.18333;11:47:17;0:01:06;27-02-17 11:46:11;27-02-17 11:47:17;1.100000006;Inv2;Textil;1.76;3.43;5.19;Inv3;10.30;Inv6;0.72
1963;27-02-2017;12:55:00;T1;12:57:00;0:02:00;2.00000;12:57:45;0:00:45;27-02-17 12:57:00;27-02-17 12:57:45;0.750000008;Inv2;Medicamentos;4.66;6.42;11.08;Inv3;38.52;Inv6;0.94
1964;27-02-2017;12:51:32;T1;12:53:32;0:02:00;2.00000;12:54:22;0:00:50;27-02-17 12:53:32;27-02-17 12:54:22;0.833333329;Inv2;Medicamentos;0.71;0.46;1.17;Inv3;1.37;Inv6;0.07
1965;27-02-2017;12:31:00;T1;12:34:18;0:03:18;3.30000;12:35:53;0:01:35;27-02-17 12:34:18;27-02-17 12:35:53;1.583333326;Inv2;Alimentos no perecibles;7.79;7.96;15.75;Inv3;47.79;Inv6;0.93
1966;27-02-2017;12:44:00;T1;12:47:40;0:03:40;3.66667;12:48:14;0:00:34;27-02-17 12:47:40;27-02-17 12:48:14;0.566666663;Inv2;Medicamentos;1.94;13.24;15.18;Inv3;79.46;Inv6;0.79
1968;27-02-2017;12:41:00;T1;12:45:48;0:04:48;4.80000;12:46:31;0:00:43;27-02-17 12:45:48;27-02-17 12:46:31;0.716666667;Inv2;Medicamentos;7.59;4.63;12.22;Inv3;27.76;Inv6;0.27
1969;27-02-2017;12:09:00;T1;12:10:20;0:01:20;1.33333;12:10:57;0:00:37;27-02-17 12:10:20;27-02-17 12:10:57;0.616666675;Inv2;Medicamentos;6.45;9.07;15.52;Inv3;54.43;Inv6;0.08
1970;27-02-2017;12:01:00;T1;12:03:22;0:02:22;2.36667;12:04:43;0:01:21;27-02-17 12:03:22;27-02-17 12:04:43;1.350000001;Inv2;Medicamentos;7.09;11.84;18.93;Inv3;35.53;Inv6;0.45
1972;27-02-2017;12:12:00;T1;12:14:13;0:02:13;2.21667;12:15:27;0:01:14;27-02-17 12:14:13;27-02-17 12:15:27;1.233333328;Inv2;Textos ;2.66;6.19;8.84;Inv3;37.12;Inv6;0.07
1973;27-02-2017;12:07:00;T1;12:09:07;0:02:07;2.11667;12:13:22;0:04:15;27-02-17 12:09:07;27-02-17 12:13:22;4.249999998;Inv2;Textos ;9.44;9.86;19.30;Inv3;39.44;Inv6;0.39
1974;27-02-2017;12:07:00;T1;12:08:13;0:01:13;1.21667;12:10:12;0:01:59;27-02-17 12:08:13;27-02-17 12:10:12;1.983333325;Inv2;Textos ;4.34;12.17;16.51;Inv3;60.86;Inv6;0.16
1975;27-02-2017;12:43:00;T1;12:47:43;0:04:43;4.71667;12:48:31;0:00:48;27-02-17 12:47:43;27-02-17 12:48:31;0.800000009;Inv2;Medicamentos;5.37;11.30;16.67;Inv3;56.52;Inv6;0.15
1976;27-02-2017;12:47:00;T1;12:50:58;0:03:58;3.96667;12:51:23;0:00:25;27-02-17 12:50:58;27-02-17 12:51:23;0.41666667;Inv2;Medicamentos;1.70;8.73;10.44;Inv3;34.94;Inv6;0.07
1977;27-02-2017;12:07:00;T1;12:08:03;0:01:03;1.05000;12:10:04;0:02:01;27-02-17 12:08:03;27-02-17 12:10:04;2.016666667;Inv2;Textos ;9.26;8.58;17.84;Inv3;42.90;Inv6;0.61
1978;27-02-2017;12:42:00;T1;12:49:54;0:07:54;7.90000;12:51:26;0:01:32;27-02-17 12:49:54;27-02-17 12:51:26;1.533333325;Inv2;Alimentos no perecibles;7.23;1.08;8.31;Inv3;4.32;Inv6;0.39
1979;27-02-2017;12:19:00;T1;12:21:03;0:02:03;2.05000;12:23:28;0:02:25;27-02-17 12:21:03;27-02-17 12:23:28;2.416666666;Inv2;Medicamentos;7.73;13.42;21.16;Inv3;67.12;Inv6;0.27
1980;27-02-2017;12:38:00;T1;12:39:54;0:01:54;1.90000;12:40:35;0:00:41;27-02-17 12:39:54;27-02-17 12:40:35;0.683333336;Inv2;Medicamentos;7.89;10.00;17.88;Inv3;29.99;Inv6;0.57
1981;27-02-2017;12:32:00;T1;12:36:22;0:04:22;4.36667;12:37:41;0:01:19;27-02-17 12:36:22;27-02-17 12:37:41;1.31666666;Inv2;Textil;7.98;6.42;14.40;Inv3;25.70;Inv6;0.88
1983;27-02-2017;12:28:00;T1;12:30:14;0:02:14;2.23333;12:30:50;0:00:36;27-02-17 12:30:14;27-02-17 12:30:50;0.600000004;Inv2;Medicamentos;0.35;11.58;11.93;Inv3;69.47;Inv6;0.33
1984;27-02-2017;12:01:00;T1;12:02:05;0:01:05;1.08333;12:02:52;0:00:47;27-02-17 12:02:05;27-02-17 12:02:52;0.783333328;Inv2;Medicamentos;7.35;11.02;18.37;Inv3;66.15;Inv6;0.19
1985;27-02-2017;12:56:00;T1;12:58:29;0:02:29;2.48333;12:59:51;0:01:22;27-02-17 12:58:29;27-02-17 12:59:51;1.366666672;Inv2;Textos ;8.72;10.84;19.56;Inv3;65.02;Inv6;0.21
1987;27-02-2017;12:26:00;T1;12:27:35;0:01:35;1.58333;12:29:09;0:01:34;27-02-17 12:27:35;27-02-17 12:29:09;1.566666666;Inv2;Textil;0.93;1.87;2.80;Inv3;5.62;Inv6;0.31
1990;27-02-2017;12:51:00;T1;12:52:44;0:01:44;1.73333;12:53:22;0:00:38;27-02-17 12:52:44;27-02-17 12:53:22;0.633333335;Inv2;Medicamentos;1.71;4.23;5.93;Inv3;16.91;Inv6;0.64
1992;27-02-2017;12:46:00;T1;12:48:38;0:02:38;2.63333;12:49:54;0:01:16;27-02-17 12:48:38;27-02-17 12:49:54;1.266666669;Inv2;Alimentos no perecibles;5.04;10.39;15.43;Inv3;51.96;Inv6;0.98
1994;27-02-2017;12:42:00;T1;12:44:15;0:02:15;2.25000;12:45:31;0:01:16;27-02-17 12:44:15;27-02-17 12:45:31;1.266666659;Inv2;Textos ;7.11;8.42;15.53;Inv3;42.10;Inv6;0.69
1995;27-02-2017;12:25:00;T1;12:26:33;0:01:33;1.55000;12:27:15;0:00:42;27-02-17 12:26:33;27-02-17 12:27:15;0.699999996;Inv2;Medicamentos;9.79;9.87;19.66;Inv3;29.61;Inv6;0.07
1998;27-02-2017;12:17:00;T1;12:18:37;0:01:37;1.61667;12:20:38;0:02:01;27-02-17 12:18:37;27-02-17 12:20:38;2.016666667;Inv2;Textil;0.37;3.72;4.09;Inv3;11.17;Inv6;0.54
1999;27-02-2017;12:41:17;T1;12:42:54;0:01:37;1.61667;12:43:41;0:00:47;27-02-17 12:42:54;27-02-17 12:43:41;0.783333328;Inv2;Medicamentos;3.71;3.93;7.64;Inv3;23.59;Inv6;0.06
2001;27-02-2017;12:56:00;T1;12:59:12;0:03:12;3.20000;13:00:13;0:01:01;27-02-17 12:59:12;27-02-17 13:00:13;1.016666663;Inv2;Medicamentos;7.71;1.94;9.65;Inv3;9.69;Inv6;0.05
2003;27-02-2017;12:49:00;T1;12:50:15;0:01:15;1.25000;12:52:07;0:01:52;27-02-17 12:50:15;27-02-17 12:52:07;1.866666663;Inv2;Alimentos no perecibles;0.11;7.39;7.50;Inv3;29.57;Inv6;0.67
2008;27-02-2017;12:52:00;T1;12:56:07;0:04:07;4.11667;12:58:11;0:02:04;27-02-17 12:56:07;27-02-17 12:58:11;2.066666668;Inv2;Textos ;3.26;9.34;12.60;Inv3;28.02;Inv6;0.76
2015;27-02-2017;12:46:00;T1;12:48:29;0:02:29;2.48333;12:49:39;0:01:10;27-02-17 12:48:29;27-02-17 12:49:39;1.166666667;Inv2;Textos ;3.97;2.43;6.40;Inv3;12.16;Inv6;0.11
2017;27-02-2017;12:39:00;T1;12:40:47;0:01:47;1.78333;12:41:49;0:01:02;27-02-17 12:40:47;27-02-17 12:41:49;1.033333334;Inv2;Alimentos no perecibles;4.61;12.81;17.42;Inv3;38.44;Inv6;0.70
2027;27-02-2017;12:24:00;T1;12:24:28;0:00:28;0.46667;12:26:05;0:01:37;27-02-17 12:24:28;27-02-17 12:26:05;1.616666667;Inv2;Alimentos no perecibles;1.95;8.11;10.06;Inv3;48.68;Inv6;0.66
2029;27-02-2017;12:17:00;T1;12:20:27;0:03:27;3.45000;12:21:05;0:00:38;27-02-17 12:20:27;27-02-17 12:21:05;0.633333335;Inv2;Medicamentos;8.76;13.68;22.45;Inv3;82.10;Inv6;0.44
2034;27-02-2017;12:49:00;T1;12:52:23;0:03:23;3.38333;12:53:10;0:00:47;27-02-17 12:52:23;27-02-17 12:53:10;0.783333338;Inv2;Medicamentos;2.71;7.33;10.04;Inv3;22.00;Inv6;0.64
2037;27-02-2017;12:38:00;T1;12:42:07;0:04:07;4.11667;12:42:47;0:00:40;27-02-17 12:42:07;27-02-17 12:42:47;0.666666665;Inv2;Medicamentos;3.80;5.55;9.36;Inv3;16.66;Inv6;0.58
2039;27-02-2017;12:17:00;T1;12:18:04;0:01:04;1.06667;12:19:32;0:01:28;27-02-17 12:18:04;27-02-17 12:19:32;1.466666664;Inv2;Textos ;3.33;10.28;13.61;Inv3;41.13;Inv6;0.15
2042;27-02-2017;12:05:00;T1;12:06:13;0:01:13;1.21667;12:07:18;0:01:05;27-02-17 12:06:13;27-02-17 12:07:18;1.083333335;Inv2;Medicamentos;0.13;5.52;5.65;Inv3;27.58;Inv6;0.82
2045;27-02-2017;12:27:00;T1;12:28:43;0:01:43;1.71667;12:31:42;0:02:59;27-02-17 12:28:43;27-02-17 12:31:42;2.983333339;Inv2;Textil;8.42;7.65;16.07;Inv3;38.25;Inv6;0.59
2046;27-02-2017;12:42:00;T1;12:46:44;0:04:44;4.73333;12:47:30;0:00:46;27-02-17 12:46:44;27-02-17 12:47:30;0.766666668;Inv2;Medicamentos;2.68;9.32;12.00;Inv3;37.29;Inv6;0.67
2048;27-02-2017;12:46:00;T1;12:49:56;0:03:56;3.93333;12:50:44;0:00:48;27-02-17 12:49:56;27-02-17 12:50:44;0.799999998;Inv2;Medicamentos;6.64;5.80;12.44;Inv3;34.82;Inv6;0.00
2049;27-02-2017;12:16:00;T1;12:17:26;0:01:26;1.43333;12:18:56;0:01:30;27-02-17 12:17:26;27-02-17 12:18:56;1.500000005;Inv2;Medicamentos;9.30;8.14;17.44;Inv3;32.55;Inv6;0.96
2050;27-02-2017;12:06:00;T1;12:06:51;0:00:51;0.85000;12:07:53;0:01:02;27-02-17 12:06:51;27-02-17 12:07:53;1.033333334;Inv2;Textil;4.32;13.54;17.87;Inv3;54.16;Inv6;0.83
2051;27-02-2017;12:12:00;T1;12:14:54;0:02:54;2.90000;12:15:34;0:00:40;27-02-17 12:14:54;27-02-17 12:15:34;0.666666665;Inv2;Medicamentos;8.87;2.21;11.08;Inv3;13.26;Inv6;0.33
2052;27-02-2017;12:24:00;T1;12:24:32;0:00:32;0.53333;12:27:23;0:02:51;27-02-17 12:24:32;27-02-17 12:27:23;2.849999996;Inv2;Alimentos no perecibles;2.77;8.83;11.60;Inv3;26.49;Inv6;0.58
2053;27-02-2017;11:36:00;T1;12:07:14;0:31:14;31.23333;12:07:46;0:00:32;27-02-17 12:07:14;27-02-17 12:07:46;0.533333332;Inv2;Medicamentos;4.43;4.06;8.49;Inv3;16.25;Inv6;0.91
2054;27-02-2017;12:43:00;T1;12:46:20;0:03:20;3.33333;12:47:29;0:01:09;27-02-17 12:46:20;27-02-17 12:47:29;1.150000007;Inv2;Medicamentos;7.31;1.24;8.55;Inv3;3.72;Inv6;0.12
2055;27-02-2017;12:14:00;T1;12:15:48;0:01:48;1.80000;12:16:37;0:00:49;27-02-17 12:15:48;27-02-17 12:16:37;0.816666669;Inv2;Medicamentos;5.71;11.12;16.83;Inv3;55.58;Inv6;0.46
2057;27-02-2017;12:28:00;T1;12:29:23;0:01:23;1.38333;12:29:58;0:00:35;27-02-17 12:29:23;27-02-17 12:29:58;0.583333333;Inv2;Medicamentos;8.15;4.23;12.38;Inv3;12.68;Inv6;0.43
2062;27-02-2017;12:38:00;T1;12:42:09;0:04:09;4.15000;12:42:45;0:00:36;27-02-17 12:42:09;27-02-17 12:42:45;0.599999994;Inv2;Medicamentos;9.38;7.34;16.72;Inv3;22.02;Inv6;0.29
2063;27-02-2017;12:40:00;T1;12:45:05;0:05:05;5.08333;12:45:37;0:00:32;27-02-17 12:45:05;27-02-17 12:45:37;0.533333332;Inv2;Medicamentos;9.94;6.22;16.16;Inv3;18.67;Inv6;0.81
2064;27-02-2017;13:56:00;T1;13:57:07;0:01:07;1.11667;13:57:43;0:00:36;27-02-17 13:57:07;27-02-17 13:57:43;0.600000004;Inv2;Medicamentos;2.24;6.41;8.65;Inv3;32.05;Inv6;0.48
