Id_Atención;Patente;Fecha;Hora_Acceso1;Turno;Posic1;Desp1;delta_1;HoraFechaPos1;HoraFechaDesp1;delta_2;Responsable;Tipo_carga;Min_Espera_O1;Min_Atención_O1;delta_3;Responsable_O1;delta_4;Responsable_O2;delta_5
1789;DPBT15-10;27-02-2017;10:32:48;T1;10:34:23;10:34:41;1,583333333;27-02-2017 10:34;27-02-2017 10:34;0,300000007;Inv2;Medicamentos;9,13;3,23;12,36;Inv3;16,17;Inv6;0,09
1790;DPHR69-10;27-02-2017;10:09:00;T1;10:10:57;10:12:00;1,95;27-02-2017 10:10;27-02-2017 10:12;1,050000004;Inv2;Medicamentos;9,99;8,61;18,6;Inv3;51,65;Inv6;0,93
1792;DPJS85-10;27-02-2017;10:06:00;T1;10:43:08;10:43:37;37,13333333;27-02-2017 10:43;27-02-2017 10:43;0,483333331;Inv2;Medicamentos;8,21;4,75;12,96;Inv3;14,25;Inv6;0,04
1794;DPRR84-10;27-02-2017;10:13:32;T1;10:15:02;10:16:01;1,5;27-02-2017 10:15;27-02-2017 10:16;0,983333333;Inv2;Medicamentos;6,12;9,08;15,2;Inv3;54,51;Inv6;0,83
1795;DPXP61-10;27-02-2017;10:23:00;T1;10:24:21;10:26:25;1,35;27-02-2017 10:24;27-02-2017 10:26;2,066666668;Inv2;Textos ;1,19;11,06;12,24;Inv3;44,22;Inv6;0,48
1800;DX4850-10;27-02-2017;10:57:00;T1;10:58:03;10:58:08;1,05;27-02-2017 10:58;27-02-2017 10:58;0,083333332;Inv2;Medicamentos;7,8;7,53;15,32;Inv3;37,63;Inv6;0,46
1803;FFLK72-10;27-02-2017;10:24:14;T1;10:25:02;10:25:20;0,8;27-02-2017 10:25;27-02-2017 10:25;0,299999997;Inv2;Bienes de lujo;1,8;5,15;6,95;Inv3;30,9;Inv6;0,61
1804;FJZZ58-10;27-02-2017;10:27:00;T1;10:28:49;10:29:33;1,816666667;27-02-2017 10:28;27-02-2017 10:29;0,733333337;Inv2;Medicamentos;0,94;11,01;11,95;Inv3;44,05;Inv6;0,75
1805;FSLW67-10;27-02-2017;10:15:00;T1;10:17:02;10:17:45;2,033333333;27-02-2017 10:17;27-02-2017 10:17;0,716666667;Inv2;Medicamentos;3,05;13,14;16,19;Inv3;39,41;Inv6;0,39
1807;GDLJ37-10;27-02-2017;10:15:00;T1;10:16:39;10:18:37;1,65;27-02-2017 10:16;27-02-2017 10:18;1,966666665;Inv2;Textil;6,29;2,65;8,94;Inv3;15,9;Inv6;0,54
1813;HKFT83-10;27-02-2017;10:42:00;T1;10:42:53;10:44:34;0,883333333;27-02-2017 10:42;27-02-2017 10:44;1,683333329;Inv2;Textos ;0,73;7,58;8,31;Inv3;37,91;Inv6;0,63
1814;HKFT85-10;27-02-2017;10:43:00;T1;10:44:26;10:45:49;1,433333333;27-02-2017 10:44;27-02-2017 10:45;1,383333332;Inv2;Textos ;2,91;13,44;16,35;Inv3;40,32;Inv6;0,49
1815;HLHC66-10;27-02-2017;10:58:00;T1;10:59:12;11:01:27;1,2;27-02-2017 10:59;27-02-2017 11:01;2,249999992;Inv2;Medicamentos;5,35;10,73;16,08;Inv3;32,2;Inv6;0,8
1819;KFW404-10;27-02-2017;10:51:00;T1;10:52:04;10:53:20;1,066666667;27-02-2017 10:52;27-02-2017 10:53;1,266666659;Inv2;Textos ;2,77;13,21;15,99;Inv3;39,64;Inv6;0,93
1821;KV2668-10;27-02-2017;10:35:00;T1;10:36:14;10:37:14;1,233333333;27-02-2017 10:36;27-02-2017 10:37;1,000000003;Inv2;Medicamentos;8,26;8,09;16,35;Inv3;24,27;Inv6;0,15
1822;LH6075-10;27-02-2017;10:25:00;T1;10:26:02;10:26:52;1,033333333;27-02-2017 10:26;27-02-2017 10:26;0,833333329;Inv2;Bienes de lujo;4,78;3,71;8,49;Inv3;18,54;Inv6;0,12
1824;MMG530-10;27-02-2017;10:48:39;T1;10:51:46;10:52:25;3,116666667;27-02-2017 10:51;27-02-2017 10:52;0,650000005;Inv2;Textos ;3,28;4,39;7,67;Inv3;26,34;Inv6;0,25
1825;NEQ252-10;27-02-2017;10:28:00;T1;10:30:21;10:32:01;2,35;27-02-2017 10:30;27-02-2017 10:32;1,666666669;Inv2;Textos ;8,72;1,19;9,9;Inv3;4,75;Inv6;0,86
1826;NP9854-10;27-02-2017;10:45:00;T1;10:45:59;10:46:29;0,983333333;27-02-2017 10:45;27-02-2017 10:46;0,500000002;Inv2;Medicamentos;0,12;4;4,12;Inv3;12;Inv6;0,2
1827;PC1970-10;27-02-2017;10:33:00;T1;10:49:09;10:50:09;16,15;27-02-2017 10:49;27-02-2017 10:50;0,999999993;Inv2;Medicamentos;9,47;12,94;22,41;Inv3;51,77;Inv6;0,25
1830;PK6235-10;27-02-2017;10:10:00;T1;10:12:10;10:13:08;2,166666667;27-02-2017 10:12;27-02-2017 10:13;0,966666662;Inv2;Medicamentos;0,73;2,68;3,41;Inv3;13,38;Inv6;0,61
1831;PL1127-10;27-02-2017;10:33:00;T1;10:34:52;10:35:31;1,866666667;27-02-2017 10:34;27-02-2017 10:35;0,650000005;Inv2;Medicamentos;8,64;3,69;12,33;Inv3;14,77;Inv6;0,84
1832;PL8681-10;27-02-2017;10:35:00;T1;10:35:51;10:36:38;0,85;27-02-2017 10:35;27-02-2017 10:36;0,783333338;Inv2;Medicamentos;9,8;3,37;13,17;Inv3;16,87;Inv6;0,16
1834;RK5127-10;27-02-2017;10:36:00;T1;10:36:51;10:37:43;0,85;27-02-2017 10:36;27-02-2017 10:37;0,86666667;Inv2;Medicamentos;10;3,69;13,68;Inv3;18,43;Inv6;0,26
1835;RS4525-10;27-02-2017;9:10:00;T1;10:22:37;10:23:22;72,61666667;27-02-2017 10:22;27-02-2017 10:23;0,749999997;Inv2;Medicamentos;5,66;8,51;14,16;Inv3;42,53;Inv6;0,5
1836;RV9827-10;27-02-2017;10:34:00;T1;10:35:15;10:36:01;1,25;27-02-2017 10:35;27-02-2017 10:36;0,766666668;Inv2;Medicamentos;9,79;0,64;10,43;Inv3;1,93;Inv6;0,14
1838;SC1330-10;27-02-2017;10:30:00;T1;10:31:24;10:31:55;1,4;27-02-2017 10:31;27-02-2017 10:31;0,516666662;Inv2;Medicamentos;1,27;13,83;15,1;Inv3;69,17;Inv6;0,63
1840;SE3439-10;27-02-2017;10:29:00;T1;10:30:24;10:31:53;1,4;27-02-2017 10:30;27-02-2017 10:31;1,483333334;Inv2;Textil;3,12;10,92;14,03;Inv3;32,75;Inv6;0,52
1841;SF9995-10;27-02-2017;10:19:00;T1;10:19:56;10:21:02;0,933333333;27-02-2017 10:19;27-02-2017 10:21;1,099999995;Inv2;Textil;5,56;7,3;12,86;Inv3;29,2;Inv6;0,64
1845;UJ3612-10;27-02-2017;10:36:00;T1;10:37:30;10:37:55;1,5;27-02-2017 10:37;27-02-2017 10:37;0,416666659;Inv2;Bienes de lujo;4,83;5,54;10,37;Inv3;22,14;Inv6;0,52
1846;UK9280-10;27-02-2017;10:39:00;T1;10:40:28;10:40:58;1,466666667;27-02-2017 10:40;27-02-2017 10:40;0,500000002;Inv2;Medicamentos;9,79;0,66;10,46;Inv3;3,32;Inv6;0,03
1848;UZ5008-10;27-02-2017;10:53:00;T1;10:54:19;10:54:58;1,316666667;27-02-2017 10:54;27-02-2017 10:54;0,650000005;Inv2;Medicamentos;6,32;2,74;9,06;Inv3;10,96;Inv6;0,9
1849;VV1605-10;27-02-2017;10:39:00;T1;10:40:20;10:41:45;1,333333333;27-02-2017 10:40;27-02-2017 10:41;1,416666673;Inv2;Medicamentos;5,78;5,29;11,06;Inv3;26,44;Inv6;0,89
1854;XA2394-10;27-02-2017;10:22:07;T1;10:23:11;10:23:41;1,066666667;27-02-2017 10:23;27-02-2017 10:23;0,500000002;Inv2;Medicamentos;5,11;6,26;11,38;Inv3;25,05;Inv6;0,74
1855;XJ6823-10;27-02-2017;10:14:00;T1;10:15:03;10:16:22;1,05;27-02-2017 10:15;27-02-2017 10:16;1,31666666;Inv2;Textil;6,88;0,13;7,01;Inv3;0,4;Inv6;0,08
1856;XV2216-10;27-02-2017;10:05:54;T1;10:06:57;10:07:42;1,05;27-02-2017 10:06;27-02-2017 10:07;0,750000008;Inv2;Medicamentos;7,18;1,65;8,83;Inv3;9,89;Inv6;0,46
1857;YH1658-10;27-02-2017;10:04:00;T1;10:06:32;10:07:49;2,533333333;27-02-2017 10:06;27-02-2017 10:07;1,283333329;Inv2;Textil;6,51;0,13;6,64;Inv3;0,39;Inv6;0,24
1861;ZP3922-10;27-02-2017;10:44:00;T1;10:45:03;10:45:46;1,05;27-02-2017 10:45;27-02-2017 10:45;0,716666667;Inv2;Medicamentos;9,55;12,46;22,01;Inv3;49,85;Inv6;0,95
1862;ZV2368-10;27-02-2017;10:37:37;T1;10:38:40;10:39:15;1,05;27-02-2017 10:38;27-02-2017 10:39;0,583333333;Inv2;Medicamentos;8,64;3,68;12,31;Inv3;22,07;Inv6;0,78
1863;ZV3677-10;27-02-2017;10:46:00;T1;10:46:51;10:48:19;0,85;27-02-2017 10:46;27-02-2017 10:48;1,466666664;Inv2;Textil;0,11;6,08;6,19;Inv3;18,25;Inv6;0,64
1864;BBLZ49-11;27-02-2017;11:47:00;T1;11:48:32;11:49:17;1,533333333;27-02-2017 11:48;27-02-2017 11:49;0,749999997;Inv2;Medicamentos;0,62;5;5,61;Inv3;24,98;Inv6;0,46
1865;BBPW15-11;27-02-2017;11:36:00;T1;11:38:43;11:40:14;2,716666667;27-02-2017 11:38;27-02-2017 11:40;1,516666665;Inv2;Textos ;0,44;7,1;7,54;Inv3;35,49;Inv6;0,65
1866;BCHS87-11;27-02-2017;11:58:00;T1;11:58:34;12:00:47;0,566666667;27-02-2017 11:58;27-02-2017 12:00;2,216666671;Inv2;Textil;0,09;7,08;7,16;Inv3;28,3;Inv6;0,23
1867;BDFH36-11;27-02-2017;11:20:00;T1;11:20:51;11:22:41;0,85;27-02-2017 11:20;27-02-2017 11:22;1,833333343;Inv2;Medicamentos;4,98;11,79;16,77;Inv3;47,15;Inv6;0,97
1868;BDJR57-11;27-02-2017;11:43:00;T1;11:44:26;11:45:17;1,433333333;27-02-2017 11:44;27-02-2017 11:45;0,85;Inv2;Medicamentos;9,3;4,35;13,65;Inv3;17,38;Inv6;0,52
1870;BGSZ72-11;27-02-2017;11:54:00;T1;11:55:18;11:56:04;1,3;27-02-2017 11:55;27-02-2017 11:56;0,766666668;Inv2;Medicamentos;6,42;5,33;11,74;Inv3;31,96;Inv6;0,21
1871;BGVL54-11;27-02-2017;11:05:00;T1;11:07:42;11:08:10;2,7;27-02-2017 11:07;27-02-2017 11:08;0,466666661;Inv2;Medicamentos;2,05;2,09;4,13;Inv3;12,53;Inv6;0,49
1872;BHFK25-11;27-02-2017;11:24:00;T1;11:25:26;11:27:03;1,433333333;27-02-2017 11:25;27-02-2017 11:27;1,616666667;Inv2;Textos ;3,09;5,24;8,34;Inv3;15,73;Inv6;1
1874;BYKP77-11;27-02-2017;11:54:00;T1;11:56:19;11:57:41;2,316666667;27-02-2017 11:56;27-02-2017 11:57;1,366666672;Inv2;Alimentos no perecibles;0,53;6,62;7,15;Inv3;26,47;Inv6;0,18
1875;BYRG70-11;27-02-2017;11:54:00;T1;11:56:20;11:56:44;2,333333333;27-02-2017 11:56;27-02-2017 11:56;0,399999999;Inv2;Medicamentos;5,99;3,81;9,8;Inv3;15,25;Inv6;0,31
1877;BZFG23-11;27-02-2017;11:20:00;T1;11:21:22;11:22:03;1,366666667;27-02-2017 11:21;27-02-2017 11:22;0,683333336;Inv2;Medicamentos;6,09;4,62;10,71;Inv3;23,11;Inv6;0,27
1878;BZXD86-11;27-02-2017;11:24:00;T1;11:26:36;11:27:48;2,6;27-02-2017 11:26;27-02-2017 11:27;1,199999998;Inv2;Textos ;0,6;8,15;8,75;Inv3;48,9;Inv6;0,1
1879;CJFZ75-11;27-02-2017;11:23:00;T1;11:24:19;11:26:22;1,316666667;27-02-2017 11:24;27-02-2017 11:26;2,049999997;Inv2;Textos ;0,74;3,91;4,65;Inv3;23,43;Inv6;0,15
1880;CRJP44-11;27-02-2017;11:28:00;T1;11:30:26;11:31:16;2,433333333;27-02-2017 11:30;27-02-2017 11:31;0,833333329;Inv2;Medicamentos;3,37;0,58;3,95;Inv3;1,74;Inv6;0,95
1883;DBRF54-11;27-02-2017;11:45:00;T1;11:46:53;11:49:52;1,883333333;27-02-2017 11:46;27-02-2017 11:49;2,983333329;Inv2;Medicamentos;3,1;12,97;16,07;Inv3;77,84;Inv6;0,2
1885;DDRD79-11;27-02-2017;11:57:00;T1;11:58:42;12:00:48;1,7;27-02-2017 11:58;27-02-2017 12:00;2,099999998;Inv2;Medicamentos;4,69;11,78;16,47;Inv3;70,68;Inv6;0,14
1886;DJLH86-11;27-02-2017;10:23:00;T1;11:31:51;11:33:53;68,85;27-02-2017 11:31;27-02-2017 11:33;2,033333337;Inv2;Medicamentos;1,19;5,43;6,62;Inv3;27,13;Inv6;0,49
1888;DKVB38-11;27-02-2017;11:23:00;T1;11:23:51;11:25:32;0,85;27-02-2017 11:23;27-02-2017 11:25;1,683333329;Inv2;Medicamentos;0,24;8,77;9,01;Inv3;35,08;Inv6;0,7
1890;DN5688-11;27-02-2017;11:01:00;T1;11:01:44;11:02:05;0,733333333;27-02-2017 11:01;27-02-2017 11:02;0,349999998;Inv2;Medicamentos;9,83;6,93;16,76;Inv3;41,56;Inv6;0,98
1893;DRXS48-11;27-02-2017;11:01:00;T1;11:02:39;11:03:16;1,65;27-02-2017 11:02;27-02-2017 11:03;0,616666664;Inv2;Medicamentos;5,52;2,64;8,17;Inv3;15,87;Inv6;0,67
1894;DVLK58-11;27-02-2017;11:08:00;T1;11:10:19;11:10:56;2,316666667;27-02-2017 11:10;27-02-2017 11:10;0,616666675;Inv2;Medicamentos;8,54;0,44;8,99;Inv3;2,66;Inv6;0,89
1896;FPRY76-11;27-02-2017;11:19:00;T1;11:20:51;11:21:10;1,85;27-02-2017 11:20;27-02-2017 11:21;0,316666667;Inv2;Medicamentos;6,95;13,93;20,88;Inv3;83,57;Inv6;0,95
1897;FWI086-11;27-02-2017;11:05:00;T1;11:07:52;11:11:07;2,866666667;27-02-2017 11:07;27-02-2017 11:11;3,250000005;Inv2;Textos ;4,77;11,9;16,67;Inv3;47,6;Inv6;0,1
1900;GHVP38-11;27-02-2017;11:16:00;T1;11:16:36;11:18:52;0,6;27-02-2017 11:16;27-02-2017 11:18;2,266666673;Inv2;Textos ;8,26;2,1;10,36;Inv3;12,59;Inv6;0,88
1901;GHVP40-11;27-02-2017;11:26:00;T1;11:26:57;11:30:05;0,95;27-02-2017 11:26;27-02-2017 11:30;3,133333332;Inv2;Textos ;4,23;1,69;5,93;Inv3;8,46;Inv6;0,8
1902;GN2947-11;27-02-2017;11:14:00;T1;11:15:23;11:15:49;1,383333333;27-02-2017 11:15;27-02-2017 11:15;0,43333334;Inv2;Medicamentos;1,8;4,27;6,07;Inv3;17,09;Inv6;0,78
1903;GPRC53-11;27-02-2017;11:14:57;T1;11:16:20;11:48:19;1,383333333;27-02-2017 11:16;27-02-2017 11:48;31,98333334;Inv2;Textos ;8,97;5,35;14,32;Inv3;32,11;Inv6;0,94
1904;GSGD19-11;27-02-2017;11:49:00;T1;11:49:51;11:51:28;0,85;27-02-2017 11:49;27-02-2017 11:51;1,616666667;Inv2;Textos ;9,6;2,93;12,52;Inv3;17,57;Inv6;0,42
1907;HBKG27-11;27-02-2017;11:46:00;T1;11:47:41;11:48:40;1,683333333;27-02-2017 11:47;27-02-2017 11:48;0,983333333;Inv2;Textil;1;11,71;12,71;Inv3;70,25;Inv6;0,63
1908;HFVT51-11;27-02-2017;11:21:00;T1;11:21:42;11:23:19;0,7;27-02-2017 11:21;27-02-2017 11:23;1,616666657;Inv2;Textos ;1,53;8,3;9,83;Inv3;49,79;Inv6;0,24
1910;HLGB19-11;27-02-2017;11:30:00;T1;11:33:27;11:35:03;3,45;27-02-2017 11:33;27-02-2017 11:35;1,600000007;Inv2;Alimentos no perecibles;5,75;13,38;19,13;Inv3;66,9;Inv6;0,63
1911;HVBS23-11;27-02-2017;11:19:00;T1;11:19:56;11:20:36;0,933333333;27-02-2017 11:19;27-02-2017 11:20;0,666666665;Inv2;Medicamentos;9,05;3,08;12,13;Inv3;18,46;Inv6;0,81
1912;HXKV76-11;27-02-2017;10:59:00;T1;11:00:01;11:00:30;1,016666667;27-02-2017 11:00;27-02-2017 11:00;0,483333342;Inv2;Bienes de lujo;7,58;11,9;19,48;Inv3;47,62;Inv6;0,94
1913;HZRX62-11;27-02-2017;11:30:00;T1;11:30:53;11:32:05;0,883333333;27-02-2017 11:30;27-02-2017 11:32;1,199999998;Inv2;Textos ;7,72;0,96;8,69;Inv3;2,89;Inv6;0,71
1915;LH6075-11;27-02-2017;11:56:03;T1;11:56:55;11:57:23;0,866666667;27-02-2017 11:56;27-02-2017 11:57;0,466666661;Inv2;Medicamentos;5,93;4,71;10,64;Inv3;28,29;Inv6;0,85
1916;LY6204-11;27-02-2017;11:49:00;T1;11:51:18;11:52:09;2,3;27-02-2017 11:51;27-02-2017 11:52;0,85;Inv2;Medicamentos;0,42;8,17;8,59;Inv3;32,69;Inv6;0,87
1917;LZ3845-11;27-02-2017;11:40:00;T1;11:41:26;11:43:19;1,433333333;27-02-2017 11:41;27-02-2017 11:43;1,883333334;Inv2;Textil;3,36;0,68;4,04;Inv3;4,08;Inv6;0,85
1920;NN9711-11;27-02-2017;11:41:00;T1;11:42:03;11:43:27;1,05;27-02-2017 11:42;27-02-2017 11:43;1,400000002;Inv2;Textil;5,31;12,22;17,54;Inv3;73,35;Inv6;0,13
1921;NN9852-11;27-02-2017;11:08:00;T1;11:09:21;11:10:08;1,35;27-02-2017 11:09;27-02-2017 11:10;0,783333338;Inv2;Medicamentos;9,04;6,07;15,11;Inv3;36,39;Inv6;0,95
1922;NS1191-11;27-02-2017;11:07:00;T1;11:08:32;11:09:07;1,533333333;27-02-2017 11:08;27-02-2017 11:09;0,583333333;Inv2;Medicamentos;0,46;3,98;4,45;Inv3;11,95;Inv6;0,71
1924;NX9962-11;27-02-2017;11:04:00;T1;11:05:32;11:07:37;1,533333333;27-02-2017 11:05;27-02-2017 11:07;2,083333338;Inv2;Textos ;0,03;11,89;11,92;Inv3;47,57;Inv6;0,81
1925;NZ1048-11;27-02-2017;11:17:00;T1;11:18:33;11:19:07;1,55;27-02-2017 11:18;27-02-2017 11:19;0,566666663;Inv2;Medicamentos;2,97;0,31;3,29;Inv3;1,57;Inv6;0,41
1926;NZ5851-11;27-02-2017;11:56:00;T1;11:58:04;11:59:40;2,066666667;27-02-2017 11:58;27-02-2017 11:59;1,599999997;Inv2;Textil;1,13;1,91;3,04;Inv3;7,65;Inv6;0,06
1927;PAM519-11;27-02-2017;10:51:00;T1;11:00:41;11:01:46;9,683333333;27-02-2017 11:00;27-02-2017 11:01;1,083333335;Inv2;Textos ;9,57;8,9;18,47;Inv3;35,6;Inv6;0,14
1928;PC3296-11;27-02-2017;11:17:00;T1;11:17:56;11:18:22;0,933333333;27-02-2017 11:17;27-02-2017 11:18;0,43333333;Inv2;Medicamentos;2,68;0,71;3,4;Inv3;2,13;Inv6;0,93
1929;RG9253-11;27-02-2017;11:41:00;T1;11:43:11;11:45:20;2,183333333;27-02-2017 11:43;27-02-2017 11:45;2,15;Inv2;Textos ;3,55;8,18;11,73;Inv3;24,54;Inv6;0,78
1930;RP2956-11;27-02-2017;11:50:00;T1;11:52:00;11:53:22;2;27-02-2017 11:52;27-02-2017 11:53;1,366666672;Inv2;Textil;4,24;8,06;12,3;Inv3;24,18;Inv6;0,38
1932;SE3386-11;27-02-2017;11:49:00;T1;11:49:52;11:51:48;0,866666667;27-02-2017 11:49;27-02-2017 11:51;1,933333335;Inv2;Textil;9,55;1,45;11;Inv3;4,35;Inv6;0,84
1933;SF4505-11;27-02-2017;10:59:00;T1;11:00:07;11:01:35;1,116666667;27-02-2017 11:00;27-02-2017 11:01;1,466666664;Inv2;Medicamentos;6,04;12,33;18,36;Inv3;61,64;Inv6;0,43
1934;SK3651-11;27-02-2017;11:38:00;T1;11:39:10;11:42:25;1,166666667;27-02-2017 11:39;27-02-2017 11:42;3,249999995;Inv2;Textos ;2,08;11,56;13,65;Inv3;46,26;Inv6;0,53
1935;SP2451-11;27-02-2017;11:26:00;T1;11:27:59;11:28:35;1,983333333;27-02-2017 11:27;27-02-2017 11:28;0,600000004;Inv2;Medicamentos;4,23;4,62;8,85;Inv3;23,09;Inv6;0,79
1936;SZ8284-11;27-02-2017;11:54:00;T1;11:54:54;11:58:14;0,9;27-02-2017 11:54;27-02-2017 11:58;3,333333327;Inv2;Textil;4,37;5,01;9,38;Inv3;15,04;Inv6;0,75
1937;TS4638-11;27-02-2017;11:54:25;T1;11:55:19;11:56:05;0,9;27-02-2017 11:55;27-02-2017 11:56;0,766666668;Inv2;Medicamentos;6,85;2,89;9,74;Inv3;11,55;Inv6;0,04
1939;UN1123-11;27-02-2017;11:30:00;T1;11:30:41;11:31:59;0,683333333;27-02-2017 11:30;27-02-2017 11:31;1,3;Inv2;Textos ;5,47;11,99;17,46;Inv3;47,97;Inv6;0,26
1940;UY4668-11;27-02-2017;11:17:00;T1;11:18:10;11:18:37;1,166666667;27-02-2017 11:18;27-02-2017 11:18;0,45;Inv2;Medicamentos;1,67;7,08;8,75;Inv3;42,48;Inv6;0,45
1941;VU1122-11;27-02-2017;11:02:00;T1;11:03:09;11:03:36;1,15;27-02-2017 11:03;27-02-2017 11:03;0,45;Inv2;Medicamentos;2,14;2,64;4,77;Inv3;7,91;Inv6;0,09
1942;VY5679-11;27-02-2017;11:50:00;T1;11:51:24;11:53:39;1,4;27-02-2017 11:51;27-02-2017 11:53;2,250000002;Inv2;Textil;3,64;11,8;15,44;Inv3;70,77;Inv6;0,94
1943;WR7712-11;27-02-2017;11:10:00;T1;11:11:44;11:12:07;1,733333333;27-02-2017 11:11;27-02-2017 11:12;0,383333329;Inv2;Medicamentos;4,25;13,07;17,32;Inv3;39,2;Inv6;0,91
1944;WS5913-11;27-02-2017;11:26:00;T1;11:27:12;11:27:48;1,2;27-02-2017 11:27;27-02-2017 11:27;0,599999994;Inv2;Medicamentos;1,93;12,13;14,06;Inv3;72,79;Inv6;0,36
1945;WT7442-11;27-02-2017;11:28:00;T1;11:28:40;11:29:51;0,666666667;27-02-2017 11:28;27-02-2017 11:29;1,183333338;Inv2;Textos ;9,65;9,5;19,15;Inv3;57,01;Inv6;0,4
1946;XA2394-11;27-02-2017;11:40:00;T1;11:41:26;11:41:56;1,433333333;27-02-2017 11:41;27-02-2017 11:41;0,500000002;Inv2;Medicamentos;2,53;8,16;10,68;Inv3;24,47;Inv6;0,75
1950;XV1634-11;27-02-2017;11:22:53;T1;11:24:20;11:25:07;1,45;27-02-2017 11:24;27-02-2017 11:25;0,783333328;Inv2;Medicamentos;1,5;4,16;5,66;Inv3;16,65;Inv6;0,39
1951;XV2215-11;27-02-2017;9:20:00;T1;11:01:14;11:02:23;101,2333333;27-02-2017 11:01;27-02-2017 11:02;1,149999996;Inv2;Textos ;3,18;11,02;14,21;Inv3;66,15;Inv6;0,81
1953;XX1107-11;27-02-2017;11:35:00;T1;11:36:37;11:37:42;1,616666667;27-02-2017 11:36;27-02-2017 11:37;1,083333335;Inv2;Textos ;3,94;8,66;12,6;Inv3;34,62;Inv6;0,73
1954;XX2634-11;27-02-2017;11:44:00;T1;11:45:42;11:46:39;1,7;27-02-2017 11:45;27-02-2017 11:46;0,950000002;Inv2;Medicamentos;5,71;13,29;19;Inv3;39,87;Inv6;0,77
1960;ZU6549-11;27-02-2017;11:45:00;T1;11:46:11;11:47:17;1,183333333;27-02-2017 11:46;27-02-2017 11:47;1,100000006;Inv2;Textil;1,76;3,43;5,19;Inv3;10,3;Inv6;0,72
1963;BBPV68-12;27-02-2017;12:55:00;T1;12:57:00;12:57:45;2;27-02-2017 12:57;27-02-2017 12:57;0,750000008;Inv2;Medicamentos;4,66;6,42;11,08;Inv3;38,52;Inv6;0,94
1964;BDKT27-12;27-02-2017;12:51:32;T1;12:53:32;12:54:22;2;27-02-2017 12:53;27-02-2017 12:54;0,833333329;Inv2;Medicamentos;0,71;0,46;1,17;Inv3;1,37;Inv6;0,07
1965;BDRF91-12;27-02-2017;12:31:00;T1;12:34:18;12:35:53;3,3;27-02-2017 12:34;27-02-2017 12:35;1,583333326;Inv2;Alimentos no perecibles;7,79;7,96;15,75;Inv3;47,79;Inv6;0,93
1966;BDZL14-12;27-02-2017;12:44:00;T1;12:47:40;12:48:14;3,666666667;27-02-2017 12:47;27-02-2017 12:48;0,566666663;Inv2;Medicamentos;1,94;13,24;15,18;Inv3;79,46;Inv6;0,79
1968;BHSJ96-12;27-02-2017;12:41:00;T1;12:45:48;12:46:31;4,8;27-02-2017 12:45;27-02-2017 12:46;0,716666667;Inv2;Medicamentos;7,59;4,63;12,22;Inv3;27,76;Inv6;0,27
1969;BPHL86-12;27-02-2017;12:09:00;T1;12:10:20;12:10:57;1,333333333;27-02-2017 12:10;27-02-2017 12:10;0,616666675;Inv2;Medicamentos;6,45;9,07;15,52;Inv3;54,43;Inv6;0,08
1970;BPZP20-12;27-02-2017;12:01:00;T1;12:03:22;12:04:43;2,366666667;27-02-2017 12:03;27-02-2017 12:04;1,350000001;Inv2;Medicamentos;7,09;11,84;18,93;Inv3;35,53;Inv6;0,45
1972;BTWB44-12;27-02-2017;12:12:00;T1;12:14:13;12:15:27;2,216666667;27-02-2017 12:14;27-02-2017 12:15;1,233333328;Inv2;Textos ;2,66;6,19;8,84;Inv3;37,12;Inv6;0,07
1973;BWHT60-12;27-02-2017;12:07:00;T1;12:09:07;12:13:22;2,116666667;27-02-2017 12:09;27-02-2017 12:13;4,249999998;Inv2;Textos ;9,44;9,86;19,3;Inv3;39,44;Inv6;0,39
1974;BWHT61-12;27-02-2017;12:07:00;T1;12:08:13;12:10:12;1,216666667;27-02-2017 12:08;27-02-2017 12:10;1,983333325;Inv2;Textos ;4,34;12,17;16,51;Inv3;60,86;Inv6;0,16
1975;BXYD60-12;27-02-2017;12:43:00;T1;12:47:43;12:48:31;4,716666667;27-02-2017 12:47;27-02-2017 12:48;0,800000009;Inv2;Medicamentos;5,37;11,3;16,67;Inv3;56,52;Inv6;0,15
1976;BYPH56-12;27-02-2017;12:47:00;T1;12:50:58;12:51:23;3,966666667;27-02-2017 12:50;27-02-2017 12:51;0,41666667;Inv2;Medicamentos;1,7;8,73;10,44;Inv3;34,94;Inv6;0,07
1977;BYPW58-12;27-02-2017;12:07:00;T1;12:08:03;12:10:04;1,05;27-02-2017 12:08;27-02-2017 12:10;2,016666667;Inv2;Textos ;9,26;8,58;17,84;Inv3;42,9;Inv6;0,61
1978;CCRS90-12;27-02-2017;12:42:00;T1;12:49:54;12:51:26;7,9;27-02-2017 12:49;27-02-2017 12:51;1,533333325;Inv2;Alimentos no perecibles;7,23;1,08;8,31;Inv3;4,32;Inv6;0,39
1979;CFKH56-12;27-02-2017;12:19:00;T1;12:21:03;12:23:28;2,05;27-02-2017 12:21;27-02-2017 12:23;2,416666666;Inv2;Medicamentos;7,73;13,42;21,16;Inv3;67,12;Inv6;0,27
1980;CH2370-12;27-02-2017;12:38:00;T1;12:39:54;12:40:35;1,9;27-02-2017 12:39;27-02-2017 12:40;0,683333336;Inv2;Medicamentos;7,89;10;17,88;Inv3;29,99;Inv6;0,57
